Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2018/04/19, 05:01:02, -3.818148, -32.391102, -19.04,  0.00, 311, 0, 0.00, 
2018/04/19, 05:01:16, -3.818148, -32.391102, -19.04,  0.00, 290, 0, 0.00, 
2018/04/19, 05:01:30, -3.818148, -32.391102, -19.04,  0.00, 238, 0, 0.00, 
2018/04/19, 05:01:43, -3.818148, -32.391102, -19.04,  0.00, 287, 0, 0.00, 
2018/04/19, 05:01:57, -3.818148, -32.391102, -19.04,  0.00, 227, 0, 0.00, 
2018/04/19, 05:02:12, -3.818148, -32.391102, -19.04,  0.00, 241, 0, 0.00, 
2018/04/19, 05:02:26, -3.818148, -32.391102, -19.04,  0.00, 312, 0, 0.00, 
2018/04/19, 05:02:40, -3.818148, -32.391102, -19.04,  0.00, 274, 0, 0.00, 
2018/04/19, 05:02:54, -3.818148, -32.391102, -19.04,  0.00, 302, 0, 0.00, 
2018/04/19, 05:03:08, -3.818148, -32.391102, -19.04,  0.00, 135, 0, 0.00, 
2018/04/19, 05:03:22, -3.818148, -32.391102, -19.04,  0.00, 142, 0, 0.00, 
2018/04/19, 05:03:36, -3.818148, -32.391102, -19.04,  0.00, 166, 0, 0.00, 
2018/04/19, 05:03:50, -3.818148, -32.391102, -19.04,  0.00, 264, 0, 0.00, 
2018/04/19, 05:04:04, -3.818148, -32.391102, -19.04,  0.00, 294, 0, 0.00, 
2018/04/19, 05:04:18, -3.818148, -32.391102, -19.04,  0.00, 290, 0, 0.00, 
2018/04/19, 05:04:32, -3.818148, -32.391102, -19.04,  0.00, 134, 0, 0.00, 
2018/04/19, 05:04:46, -3.818148, -32.391102, -19.04,  0.00, 240, 0, 0.00, 
2018/04/19, 05:05:00, -3.818148, -32.391102, -19.04,  0.00, 171, 0, 0.00, 
2018/04/19, 05:05:13, -3.818148, -32.391102, -19.04,  0.00, 93, 0, 0.00, 
2018/04/19, 05:05:27, -3.818148, -32.391102, -19.04,  0.00, 288, 0, 0.00, 
2018/04/19, 05:05:41, -3.818148, -32.391102, -19.04,  0.00, 48, 0, 0.00, 
2018/04/19, 05:05:55, -3.818148, -32.391102, -19.04,  0.00, 213, 0, 0.00, 
2018/04/19, 05:06:09, -3.818148, -32.391102, -19.04,  0.00, 339, 0, 0.00, 
2018/04/19, 05:06:24, -3.818148, -32.391102, -19.04,  0.00, 51, 0, 0.00, 
2018/04/19, 05:06:38, -3.818148, -32.391102, -19.04,  0.00, 71, 0, 0.00, 
2018/04/19, 05:06:52, -3.818148, -32.391102, -19.04,  0.00, 227, 0, 0.00, 
2018/04/19, 05:07:06, -3.818148, -32.391102, -19.04,  0.00, 283, 0, 0.00, 
2018/04/19, 05:07:20, -3.818148, -32.391102, -19.04,  0.00, 110, 0, 0.00, 
2018/04/19, 05:07:34, -3.818148, -32.391102, -19.04,  0.00, 344, 0, 0.00, 
2018/04/19, 05:07:48, -3.818148, -32.391102, -19.04,  0.00, 126, 0, 0.00, 
2018/04/19, 05:08:02, -3.818148, -32.391102, -19.04,  0.00, 314, 0, 0.00, 
2018/04/19, 05:08:16, -3.818148, -32.391102, -19.04,  0.00, 297, 0, 0.00, 
2018/04/19, 05:08:30, -3.818148, -32.391102, -19.04,  0.00, 133, 0, 0.00, 
2018/04/19, 05:08:44, -3.818148, -32.391102, -19.04,  0.00, 143, 0, 0.00, 
2018/04/19, 05:08:58, -3.818148, -32.391102, -19.04,  0.00, 160, 0, 0.00, 
2018/04/19, 05:09:12, -3.818148, -32.391102, -19.04,  0.00, 242, 0, 0.00, 
2018/04/19, 05:09:26, -3.818148, -32.391102, -19.04,  0.00, 236, 0, 0.00, 
2018/04/19, 05:09:40, -3.818148, -32.391102, -19.04,  0.00, 207, 0, 0.00, 
2018/04/19, 05:09:54, -3.818148, -32.391102, -19.04,  0.00, 141, 0, 0.00, 
2018/04/19, 05:10:08, -3.818148, -32.391102, -19.04,  0.00, 205, 0, 0.00, 
2018/04/19, 05:10:22, -3.818148, -32.391102, -19.04,  0.00, 296, 0, 0.00, 
2018/04/19, 05:10:36, -3.818148, -32.391102, -19.04,  0.00, 299, 0, 0.00, 
2018/04/19, 05:10:50, -3.818148, -32.391102, -19.04,  0.00, 200, 0, 0.00, 
2018/04/19, 05:11:04, -3.818148, -32.391102, -19.04,  0.00, 183, 0, 0.00, 
2018/04/19, 05:11:18, -3.818148, -32.391102, -19.04,  0.00, 202, 0, 0.00, 
2018/04/19, 05:11:32, -3.818148, -32.391102, -19.04,  0.00, 212, 0, 0.00, 
2018/04/19, 05:11:46, -3.818148, -32.391102, -19.04,  0.00, 193, 0, 0.00, 
2018/04/19, 05:12:00, -3.818148, -32.391102, -19.04,  0.00, 328, 0, 0.00, 
2018/04/19, 05:12:14, -3.818148, -32.391102, -19.04,  0.00, 47, 0, 0.00, 
2018/04/19, 05:12:28, -3.818148, -32.391102, -19.04,  0.00, 259, 0, 0.00, 
2018/04/19, 05:12:42, -3.818148, -32.391102, -19.04,  0.00, 240, 0, 0.00, 
2018/04/19, 05:12:56, -3.818148, -32.391102, -19.04,  0.00, 287, 0, 0.00, 
2018/04/19, 05:13:10, -3.818148, -32.391102, -19.04,  0.00, 85, 0, 0.00, 
2018/04/19, 05:13:24, -3.818148, -32.391102, -19.04,  0.00, 248, 0, 0.00, 
2018/04/19, 05:13:38, -3.818148, -32.391102, -19.04,  0.00, 165, 0, 0.00, 
2018/04/19, 05:13:52, -3.818148, -32.391102, -19.04,  0.00, 200, 0, 0.00, 
2018/04/19, 05:14:06, -3.818148, -32.391102, -19.04,  0.00, 180, 0, 0.00, 
2018/04/19, 05:14:20, -3.818148, -32.391102, -19.04,  0.00, 187, 0, 0.00, 
2018/04/19, 05:14:34, -3.818148, -32.391102, -19.04,  0.00, 256, 0, 0.00, 
2018/04/19, 05:14:48, -3.818148, -32.391102, -19.04,  0.00, 136, 0, 0.00, 
2018/04/19, 05:15:02, -3.818148, -32.391102, -19.04,  0.00, 162, 0, 0.00, 
2018/04/19, 05:15:16, -3.818148, -32.391102, -19.04,  0.00, 273, 0, 0.00, 
2018/04/19, 05:15:30, -3.818148, -32.391102, -19.04,  0.00, 282, 0, 0.00, 
2018/04/19, 05:15:44, -3.818148, -32.391102, -19.04,  0.00, 267, 0, 0.00, 
2018/04/19, 05:15:57, -3.818148, -32.391102, -19.04,  0.00, 321, 0, 0.00, 
2018/04/19, 05:16:12, -3.818148, -32.391102, -19.04,  0.00, 261, 0, 0.00, 
2018/04/19, 05:16:26, -3.818148, -32.391102, -19.04,  0.00, 303, 0, 0.00, 
2018/04/19, 05:16:40, -3.818148, -32.391102, -19.04,  0.00, 194, 0, 0.00, 
2018/04/19, 05:16:54, -3.818148, -32.391102, -19.04,  0.00, 156, 0, 0.00, 
2018/04/19, 05:17:08, -3.818148, -32.391102, -19.04,  0.00, 19, 0, 0.00, 
2018/04/19, 05:17:23, -3.818148, -32.391102, -19.04,  0.00, 255, 0, 0.00, 
2018/04/19, 05:17:37, -3.818148, -32.391102, -19.04,  0.00, 288, 0, 0.00, 
2018/04/19, 05:17:51, -3.818148, -32.391102, -19.04,  0.00, 109, 0, 0.00, 
2018/04/19, 05:18:05, -3.818148, -32.391102, -19.04,  0.00, 239, 0, 0.00, 
2018/04/19, 05:18:18, -3.818148, -32.391102, -19.04,  0.00, 201, 0, 0.00, 
2018/04/19, 05:18:32, -3.818148, -32.391102, -19.04,  0.00, 169, 0, 0.00, 
2018/04/19, 05:18:46, -3.818148, -32.391102, -19.04,  0.00, 5, 0, 0.00, 
2018/04/19, 05:19:01, -3.818148, -32.391102, -19.04,  0.00, 154, 0, 0.00, 
2018/04/19, 05:19:15, -3.818148, -32.391102, -19.04,  0.00, 275, 0, 0.00, 
2018/04/19, 05:19:29, -3.818148, -32.391102, -19.04,  0.00, 268, 0, 0.00, 
2018/04/19, 05:19:43, -3.818148, -32.391102, -19.04,  0.00, 151, 0, 0.00, 
2018/04/19, 05:19:57, -3.818148, -32.391102, -19.04,  0.00, 146, 0, 0.00, 
2018/04/19, 05:20:11, -3.818148, -32.391102, -19.04,  0.00, 196, 0, 0.00, 
2018/04/19, 05:20:25, -3.818148, -32.391102, -19.04,  0.00, 329, 0, 0.00, 
2018/04/19, 05:20:39, -3.818148, -32.391102, -19.04,  0.00, 88, 0, 0.00, 
2018/04/19, 05:20:53, -3.818148, -32.391102, -19.04,  0.00, 201, 0, 0.00, 
2018/04/19, 05:21:07, -3.818148, -32.391102, -19.04,  0.00, 175, 0, 0.00, 
2018/04/19, 05:21:21, -3.818148, -32.391102, -19.04,  0.00, 167, 0, 0.00, 
2018/04/19, 05:21:35, -3.818148, -32.391102, -19.04,  0.00, 120, 0, 0.00, 
2018/04/19, 05:21:49, -3.818148, -32.391102, -19.04,  0.00, 185, 0, 0.00, 
2018/04/19, 05:22:03, -3.818148, -32.391102, -19.04,  0.00, 260, 0, 0.00, 
2018/04/19, 05:22:17, -3.818148, -32.391102, -19.04,  0.00, 178, 0, 0.00, 
2018/04/19, 05:22:31, -3.818148, -32.391102, -19.04,  0.00, 220, 0, 0.00, 
2018/04/19, 05:22:45, -3.818148, -32.391102, -19.04,  0.00, 243, 0, 0.00, 
2018/04/19, 05:22:59, -3.818148, -32.391102, -19.04,  0.00, 194, 0, 0.00, 
2018/04/19, 05:23:13, -3.818148, -32.391102, -19.04,  0.00, 281, 0, 0.00, 
2018/04/19, 05:23:27, -3.818148, -32.391102, -19.04,  0.00, 276, 0, 0.00, 
2018/04/19, 05:23:41, -3.818148, -32.391102, -19.04,  0.00, 58, 0, 0.00, 
2018/04/19, 05:23:55, -3.818148, -32.391102, -19.04,  0.00, 351, 0, 0.00, 
2018/04/19, 05:24:09, -3.818148, -32.391102, -19.04,  0.00, 274, 0, 0.00, 
2018/04/19, 05:24:23, -3.818148, -32.391102, -19.04,  0.00, 143, 0, 0.00, 
2018/04/19, 05:24:37, -3.818148, -32.391102, -19.04,  0.00, 100, 0, 0.00, 
2018/04/19, 05:24:51, -3.818148, -32.391102, -19.04,  0.00, 298, 0, 0.00, 
2018/04/19, 05:25:05, -3.818148, -32.391102, -19.04,  0.00, 289, 0, 0.00, 
2018/04/19, 05:25:19, -3.818148, -32.391102, -19.04,  0.00, 348, 0, 0.00, 
2018/04/19, 05:25:33, -3.818148, -32.391102, -19.04,  0.00, 137, 0, 0.00, 
2018/04/19, 05:25:47, -3.818148, -32.391102, -19.04,  0.00, 159, 0, 0.00, 
2018/04/19, 05:26:01, -3.818148, -32.391102, -19.04,  0.00, 167, 0, 0.00, 
2018/04/19, 05:26:15, -3.818148, -32.391102, -19.04,  0.00, 153, 0, 0.00, 
2018/04/19, 05:26:29, -3.818148, -32.391102, -19.04,  0.00, 329, 0, 0.00, 
2018/04/19, 05:26:43, -3.818148, -32.391102, -19.04,  0.00, 151, 0, 0.00, 
2018/04/19, 05:26:57, -3.818148, -32.391102, -19.04,  0.00, 104, 0, 0.00, 
2018/04/19, 05:27:11, -3.818148, -32.391102, -19.04,  0.00, 210, 0, 0.00, 
2018/04/19, 05:27:25, -3.818148, -32.391102, -19.04,  0.00, 252, 0, 0.00, 
2018/04/19, 05:27:40, -3.818148, -32.391102, -19.04,  0.00, 349, 0, 0.00, 
2018/04/19, 05:27:54, -3.818148, -32.391102, -19.04,  0.00, 133, 0, 0.00, 
2018/04/19, 05:28:08, -3.818148, -32.391102, -19.04,  0.00, 279, 0, 0.00, 
2018/04/19, 05:28:22, -3.818148, -32.391102, -19.04,  0.00, 163, 0, 0.00, 
2018/04/19, 05:28:36, -3.818148, -32.391102, -19.04,  0.00, 107, 0, 0.00, 
2018/04/19, 05:28:50, -3.818148, -32.391102, -19.04,  0.00, 285, 0, 0.00, 
2018/04/19, 05:29:04, -3.818148, -32.391102, -19.04,  0.00, 131, 0, 0.00, 
2018/04/19, 05:29:18, -3.818148, -32.391102, -19.04,  0.00, 274, 0, 0.00, 
2018/04/19, 05:29:32, -3.818148, -32.391102, -19.04,  0.00, 282, 0, 0.00, 
2018/04/19, 05:29:46, -3.818148, -32.391102, -19.04,  0.00, 263, 0, 0.00, 
2018/04/19, 05:30:00, -3.818148, -32.391102, -19.04,  0.00, 110, 0, 0.00, 
2018/04/19, 05:30:14, -3.818148, -32.391102, -19.04,  0.00, 277, 0, 0.00, 
2018/04/19, 05:30:28, -3.818148, -32.391102, -19.04,  0.00, 276, 0, 0.00, 
2018/04/19, 05:30:42, -3.818148, -32.391102, -19.04,  0.00, 254, 0, 0.00, 
2018/04/19, 05:30:55, -3.818148, -32.391102, -19.04,  0.00, 276, 0, 0.00, 
2018/04/19, 05:31:10, -3.818148, -32.391102, -19.04,  0.00, 268, 0, 0.00, 
2018/04/19, 05:31:24, -3.818148, -32.391102, -19.04,  0.00, 260, 0, 0.00, 
2018/04/19, 05:31:38, -3.818148, -32.391102, -19.04,  0.00, 280, 0, 0.00, 
2018/04/19, 05:31:52, -3.818148, -32.391102, -19.04,  0.00, 250, 0, 0.00, 
2018/04/19, 05:32:06, -3.818148, -32.391102, -19.04,  0.00, 60, 0, 0.00, 
2018/04/19, 05:32:20, -3.818148, -32.391102, -19.04,  0.00, 274, 0, 0.00, 
2018/04/19, 05:32:34, -3.818148, -32.391102, -19.04,  0.00, 213, 0, 0.00, 
2018/04/19, 05:32:48, -3.818148, -32.391102, -19.04,  0.00, 52, 0, 0.00, 
2018/04/19, 05:33:02, -3.818148, -32.391102, -19.04,  0.00, 160, 0, 0.00, 
2018/04/19, 05:33:16, -3.818148, -32.391102, -19.04,  0.00, 167, 0, 0.00, 
2018/04/19, 05:33:30, -3.818148, -32.391102, -19.04,  0.00, 305, 0, 0.00, 
2018/04/19, 05:33:44, -3.818148, -32.391102, -19.04,  0.00, 92, 0, 0.00, 
2018/04/19, 05:33:58, -3.818148, -32.391102, -19.04,  0.00, 262, 0, 0.00, 
2018/04/19, 05:34:12, -3.818148, -32.391102, -19.04,  0.00, 260, 0, 0.00, 
2018/04/19, 05:34:26, -3.818148, -32.391102, -19.04,  0.00, 255, 0, 0.00, 
2018/04/19, 05:34:40, -3.818148, -32.391102, -19.04,  0.00, 187, 0, 0.00, 
2018/04/19, 05:34:54, -3.818148, -32.391102, -19.04,  0.00, 289, 0, 0.00, 
2018/04/19, 05:35:08, -3.818148, -32.391102, -19.04,  0.00, 226, 0, 0.00, 
2018/04/19, 05:35:22, -3.818148, -32.391102, -19.04,  0.00, 292, 0, 0.00, 
2018/04/19, 05:35:36, -3.818148, -32.391102, -19.04,  0.00, 277, 0, 0.00, 
2018/04/19, 05:35:50, -3.818148, -32.391102, -19.04,  0.00, 266, 0, 0.00, 
2018/04/19, 05:36:04, -3.818148, -32.391102, -19.04,  0.00, 86, 0, 0.00, 
2018/04/19, 05:36:18, -3.818148, -32.391102, -19.04,  0.00, 257, 0, 0.00, 
2018/04/19, 05:36:32, -3.818148, -32.391102, -19.04,  0.00, 291, 0, 0.00, 
2018/04/19, 05:36:46, -3.818148, -32.391102, -19.04,  0.00, 288, 0, 0.00, 
2018/04/19, 05:37:00, -3.818148, -32.391102, -19.04,  0.00, 151, 0, 0.00, 
2018/04/19, 05:37:14, -3.818148, -32.391102, -19.04,  0.00, 249, 0, 0.00, 
2018/04/19, 05:37:29, -3.818148, -32.391102, -19.04,  0.00, 133, 0, 0.00, 
2018/04/19, 05:37:43, -3.818148, -32.391102, -19.04,  0.00, 109, 0, 0.00, 
2018/04/19, 05:37:56, -3.818148, -32.391102, -19.04,  0.00, 203, 0, 0.00, 
2018/04/19, 05:38:10, -3.818148, -32.391102, -19.04,  0.00, 136, 0, 0.00, 
2018/04/19, 05:38:25, -3.818148, -32.391102, -19.04,  0.00, 56, 0, 0.00, 
2018/04/19, 05:38:39, -3.818148, -32.391102, -19.04,  0.00, 132, 0, 0.00, 
2018/04/19, 05:38:53, -3.818148, -32.391102, -19.04,  0.00, 336, 0, 0.00, 
2018/04/19, 05:39:07, -3.818148, -32.391102, -19.04,  0.00, 135, 0, 0.00, 
2018/04/19, 05:39:20, -3.818148, -32.391102, -19.04,  0.00, 269, 0, 0.00, 
2018/04/19, 05:39:34, -3.818148, -32.391102, -19.04,  0.00, 279, 0, 0.00, 
2018/04/19, 05:39:48, -3.818148, -32.391102, -19.04,  0.00, 263, 0, 0.00, 
2018/04/19, 05:40:03, -3.818148, -32.391102, -19.04,  0.00, 285, 0, 0.00, 
2018/04/19, 05:40:17, -3.818148, -32.391102, -19.04,  0.00, 211, 0, 0.00, 
2018/04/19, 05:40:31, -3.818148, -32.391102, -19.04,  0.00, 167, 0, 0.00, 
2018/04/19, 05:40:45, -3.818148, -32.391102, -19.04,  0.00, 192, 0, 0.00, 
2018/04/19, 05:40:59, -3.818148, -32.391102, -19.04,  0.00, 6, 0, 0.00, 
2018/04/19, 05:41:13, -3.818148, -32.391102, -19.04,  0.00, 275, 0, 0.00, 
2018/04/19, 05:41:26, -3.818148, -32.391102, -19.04,  0.00, 241, 0, 0.00, 
2018/04/19, 05:41:41, -3.818148, -32.391102, -19.04,  0.00, 286, 0, 0.00, 
2018/04/19, 05:41:55, -3.818148, -32.391102, -19.04,  0.00, 192, 0, 0.00, 
2018/04/19, 05:42:09, -3.818148, -32.391102, -19.04,  0.00, 339, 0, 0.00, 
2018/04/19, 05:42:23, -3.818148, -32.391102, -19.04,  0.00, 300, 0, 0.00, 
2018/04/19, 05:42:37, -3.818148, -32.391102, -19.04,  0.00, 261, 0, 0.00, 
2018/04/19, 05:42:51, -3.818148, -32.391102, -19.04,  0.00, 154, 0, 0.00, 
2018/04/19, 05:43:04, -3.818148, -32.391102, -19.04,  0.00, 273, 0, 0.00, 
2018/04/19, 05:43:18, -3.818148, -32.391102, -19.04,  0.00, 125, 0, 0.00, 
2018/04/19, 05:43:32, -3.818148, -32.391102, -19.04,  0.00, 51, 0, 0.00, 
2018/04/19, 05:43:46, -3.818148, -32.391102, -19.04,  0.00, 315, 0, 0.00, 
2018/04/19, 05:44:00, -3.818148, -32.391102, -19.04,  0.00, 248, 0, 0.00, 
2018/04/19, 05:44:14, -3.818148, -32.391102, -19.04,  0.00, 138, 0, 0.00, 
2018/04/19, 05:44:28, -3.818148, -32.391102, -19.04,  0.00, 267, 0, 0.00, 
2018/04/19, 05:44:42, -3.818148, -32.391102, -19.04,  0.00, 303, 0, 0.00, 
2018/04/19, 05:44:57, -3.818148, -32.391102, -19.04,  0.00, 233, 0, 0.00, 
2018/04/19, 05:45:11, -3.818148, -32.391102, -19.04,  0.00, 281, 0, 0.00, 
2018/04/19, 05:45:25, -3.818148, -32.391102, -19.04,  0.00, 229, 0, 0.00, 
2018/04/19, 05:45:39, -3.818148, -32.391102, -19.04,  0.00, 176, 0, 0.00, 
2018/04/19, 05:45:53, -3.818148, -32.391102, -19.04,  0.00, 168, 0, 0.00, 
2018/04/19, 05:46:07, -3.818148, -32.391102, -19.04,  0.00, 24, 0, 0.00, 
2018/04/19, 05:46:21, -3.818148, -32.391102, -19.04,  0.00, 324, 0, 0.00, 
2018/04/19, 05:46:35, -3.818148, -32.391102, -19.04,  0.00, 272, 0, 0.00, 
2018/04/19, 05:46:49, -3.818148, -32.391102, -19.04,  0.00, 22, 0, 0.00, 
2018/04/19, 05:47:03, -3.818148, -32.391102, -19.04,  0.00, 288, 0, 0.00, 
2018/04/19, 05:47:17, -3.818148, -32.391102, -19.04,  0.00, 312, 0, 0.00, 
2018/04/19, 05:47:31, -3.818148, -32.391102, -19.04,  0.00, 161, 0, 0.00, 
2018/04/19, 05:47:45, -3.818148, -32.391102, -19.04,  0.00, 292, 0, 0.00, 
2018/04/19, 05:47:59, -3.818148, -32.391102, -19.04,  0.00, 324, 0, 0.00, 
2018/04/19, 05:48:13, -3.818148, -32.391102, -19.04,  0.00, 231, 0, 0.00, 
2018/04/19, 05:48:27, -3.818148, -32.391102, -19.04,  0.00, 300, 0, 0.00, 
2018/04/19, 05:48:41, -3.818148, -32.391102, -19.04,  0.00, 264, 0, 0.00, 
2018/04/19, 05:48:55, -3.818148, -32.391102, -19.04,  0.00, 344, 0, 0.00, 
2018/04/19, 05:49:09, -3.818148, -32.391102, -19.04,  0.00, 241, 0, 0.00, 
2018/04/19, 05:49:23, -3.818148, -32.391102, -19.04,  0.00, 256, 0, 0.00, 
2018/04/19, 05:49:37, -3.818148, -32.391102, -19.04,  0.00, 335, 0, 0.00, 
2018/04/19, 05:49:51, -3.818148, -32.391102, -19.04,  0.00, 257, 0, 0.00, 
2018/04/19, 05:50:05, -3.818148, -32.391102, -19.04,  0.00, 120, 0, 0.00, 
2018/04/19, 05:50:19, -3.818148, -32.391102, -19.04,  0.00, 248, 0, 0.00, 
2018/04/19, 05:50:33, -3.818148, -32.391102, -19.04,  0.00, 355, 0, 0.00, 
2018/04/19, 05:50:47, -3.818148, -32.391102, -19.04,  0.00, 327, 0, 0.00, 
2018/04/19, 05:51:01, -3.818148, -32.391102, -19.04,  0.00, 268, 0, 0.00, 
2018/04/19, 05:51:15, -3.818148, -32.391102, -19.04,  0.00, 134, 0, 0.00, 
2018/04/19, 05:51:29, -3.818148, -32.391102, -19.04,  0.00, 299, 0, 0.00, 
2018/04/19, 05:51:43, -3.818148, -32.391102, -19.04,  0.00, 304, 0, 0.00, 
2018/04/19, 05:51:57, -3.818148, -32.391102, -19.04,  0.00, 76, 0, 0.00, 
2018/04/19, 05:52:11, -3.818148, -32.391102, -19.04,  0.00, 266, 0, 0.00, 
2018/04/19, 05:52:25, -3.818148, -32.391102, -19.04,  0.00, 229, 0, 0.00, 
2018/04/19, 05:52:39, -3.818148, -32.391102, -19.04,  0.00, 328, 0, 0.00, 
2018/04/19, 05:52:53, -3.818148, -32.391102, -19.04,  0.00, 350, 0, 0.00, 
2018/04/19, 05:53:07, -3.818148, -32.391102, -19.04,  0.00, 52, 0, 0.00, 
2018/04/19, 05:53:21, -3.818148, -32.391102, -19.04,  0.00, 329, 0, 0.00, 
2018/04/19, 05:53:35, -3.818148, -32.391102, -19.04,  0.00, 272, 0, 0.00, 
2018/04/19, 05:53:49, -3.818148, -32.391102, -19.04,  0.00, 340, 0, 0.00, 
2018/04/19, 05:54:03, -3.818148, -32.391102, -19.04,  0.00, 227, 0, 0.00, 
2018/04/19, 05:54:17, -3.818148, -32.391102, -19.04,  0.00, 273, 0, 0.00, 
2018/04/19, 05:54:31, -3.818148, -32.391102, -19.04,  0.00, 342, 0, 0.00, 
2018/04/19, 05:54:45, -3.818148, -32.391102, -19.04,  0.00, 302, 0, 0.00, 
2018/04/19, 05:54:59, -3.818148, -32.391102, -19.04,  0.00, 294, 0, 0.00, 
2018/04/19, 05:55:13, -3.818148, -32.391102, -19.04,  0.00, 242, 0, 0.00, 
2018/04/19, 05:55:27, -3.818148, -32.391102, -19.04,  0.00, 216, 0, 0.00, 
2018/04/19, 05:55:41, -3.818148, -32.391102, -19.04,  0.00, 291, 0, 0.00, 
2018/04/19, 05:55:55, -3.818148, -32.391102, -19.04,  0.00, 332, 0, 0.00, 
2018/04/19, 05:56:09, -3.818148, -32.391102, -19.04,  0.00, 154, 0, 0.00, 
2018/04/19, 05:56:23, -3.818148, -32.391102, -19.04,  0.00, 127, 0, 0.00, 
2018/04/19, 05:56:37, -3.818148, -32.391102, -19.04,  0.00, 40, 0, 0.00, 
2018/04/19, 05:56:51, -3.818148, -32.391102, -19.04,  0.00, 51, 0, 0.00, 
2018/04/19, 05:57:05, -3.818148, -32.391102, -19.04,  0.00, 245, 0, 0.00, 
2018/04/19, 05:57:19, -3.818148, -32.391102, -19.04,  0.00, 313, 0, 0.00, 
2018/04/19, 05:57:33, -3.818148, -32.391102, -19.04,  0.00, 313, 0, 0.00, 
2018/04/19, 05:57:47, -3.818148, -32.391102, -19.04,  0.00, 52, 0, 0.00, 
2018/04/19, 05:58:01, -3.818148, -32.391102, -19.04,  0.00, 23, 0, 0.00, 
2018/04/19, 05:58:15, -3.818148, -32.391102, -19.04,  0.00, 173, 0, 0.00, 
2018/04/19, 05:58:29, -3.818148, -32.391102, -19.04,  0.00, 285, 0, 0.00, 
2018/04/19, 05:58:42, -3.818148, -32.391102, -19.04,  0.00, 104, 0, 0.00, 
2018/04/19, 05:58:57, -3.818148, -32.391102, -19.04,  0.00, 210, 0, 0.00, 
